n,avg_time,std_dev,best_time,worst_time,label,Methode
953081,1.100124791264534e-06,0.0,1.100124791264534e-06,1.100124791264534e-06,Lucas-Lehmer,Lucas-Lehmer
105943,1.400010660290718e-06,0.0,1.400010660290718e-06,1.400010660290718e-06,Proth,Proth
171529,9.0012326836586e-07,0.0,9.0012326836586e-07,9.0012326836586e-07,Proth,Proth
589021,4.998873919248581e-07,0.0,4.998873919248581e-07,4.998873919248581e-07,Proth,Proth
834859,4.00003045797348e-07,0.0,4.00003045797348e-07,4.00003045797348e-07,Proth,Proth
953081,4.998873919248581e-07,0.0,4.998873919248581e-07,4.998873919248581e-07,Proth,Proth
105943,1.6999896615743637e-05,0.0,1.6999896615743637e-05,1.6999896615743637e-05,Pocklington,Pocklington
171529,4.799803718924522e-06,0.0,4.799803718924522e-06,4.799803718924522e-06,Pocklington,Pocklington
589021,4.400033503770828e-06,0.0,4.400033503770828e-06,4.400033503770828e-06,Pocklington,Pocklington
834859,5.100155249238014e-06,0.0,5.100155249238014e-06,5.100155249238014e-06,Pocklington,Pocklington
953081,4.399800673127174e-06,0.0,4.399800673127174e-06,4.399800673127174e-06,Pocklington,Pocklington
105943,0.00037180003710091114,0.0,0.00037180003710091114,0.00037180003710091114,Optimized Pocklington,Optimized Pocklington
171529,6.510014645755291e-05,0.0,6.510014645755291e-05,6.510014645755291e-05,Optimized Pocklington,Optimized Pocklington
589021,5.859998054802418e-05,0.0,5.859998054802418e-05,5.859998054802418e-05,Optimized Pocklington,Optimized Pocklington
834859,5.8399979025125504e-05,0.0,5.8399979025125504e-05,5.8399979025125504e-05,Optimized Pocklington,Optimized Pocklington
953081,4.6999892219901085e-05,0.0,4.6999892219901085e-05,4.6999892219901085e-05,Optimized Pocklington,Optimized Pocklington
105943,4.699919372797012e-06,0.0,4.699919372797012e-06,4.699919372797012e-06,Proth Variant,Proth Variant
171529,1.1300202459096909e-05,0.0,1.1300202459096909e-05,1.1300202459096909e-05,Proth Variant,Proth Variant
589021,1.90013088285923e-06,0.0,1.90013088285923e-06,1.90013088285923e-06,Proth Variant,Proth Variant
834859,1.6998965293169022e-06,0.0,1.6998965293169022e-06,1.6998965293169022e-06,Proth Variant,Proth Variant
953081,2.800021320581436e-06,0.0,2.800021320581436e-06,2.800021320581436e-06,Proth Variant,Proth Variant
105943,2.8523007999174297,0.0,2.8523007999174297,2.8523007999174297,Optimized Pocklington Variant,Optimized Pocklington Variant
171529,4.402933199889958,0.0,4.402933199889958,4.402933199889958,Optimized Pocklington Variant,Optimized Pocklington Variant
589021,15.095157500123605,0.0,15.095157500123605,15.095157500123605,Optimized Pocklington Variant,Optimized Pocklington Variant
834859,21.366807600017637,0.0,21.366807600017637,21.366807600017637,Optimized Pocklington Variant,Optimized Pocklington Variant
953081,24.276565100066364,0.0,24.276565100066364,24.276565100066364,Optimized Pocklington Variant,Optimized Pocklington Variant
105943,6.600050255656242e-06,0.0,6.600050255656242e-06,6.600050255656242e-06,Generalized Pocklington,Generalized Pocklington
171529,3.400025889277458e-06,0.0,3.400025889277458e-06,3.400025889277458e-06,Generalized Pocklington,Generalized Pocklington
589021,1.2998934835195541e-06,0.0,1.2998934835195541e-06,1.2998934835195541e-06,Generalized Pocklington,Generalized Pocklington
834859,9.0012326836586e-07,0.0,9.0012326836586e-07,9.0012326836586e-07,Generalized Pocklington,Generalized Pocklington
953081,8.00006091594696e-07,0.0,8.00006091594696e-07,8.00006091594696e-07,Generalized Pocklington,Generalized Pocklington
105943,1.700129359960556e-06,0.0,1.700129359960556e-06,1.700129359960556e-06,Grau,Grau
171529,1.200009137392044e-06,0.0,1.200009137392044e-06,1.200009137392044e-06,Grau,Grau
589021,8.998904377222061e-07,0.0,8.998904377222061e-07,8.998904377222061e-07,Grau,Grau
834859,8.00006091594696e-07,0.0,8.00006091594696e-07,8.00006091594696e-07,Grau,Grau
953081,1.00000761449337e-06,0.0,1.00000761449337e-06,1.00000761449337e-06,Grau,Grau
105943,1.2998934835195541e-06,0.0,1.2998934835195541e-06,1.2998934835195541e-06,Grau Probability,Grau Probability
171529,1.200009137392044e-06,0.0,1.200009137392044e-06,1.200009137392044e-06,Grau Probability,Grau Probability
589021,8.00006091594696e-07,0.0,8.00006091594696e-07,8.00006091594696e-07,Grau Probability,Grau Probability
834859,7.00121745467186e-07,0.0,7.00121745467186e-07,7.00121745467186e-07,Grau Probability,Grau Probability
953081,6.998889148235321e-07,0.0,6.998889148235321e-07,6.998889148235321e-07,Grau Probability,Grau Probability
105943,0.00031209993176162243,0.0,0.00031209993176162243,0.00031209993176162243,Miller-Rabin (k=5),Miller-Rabin
171529,0.00027359998784959316,0.0,0.00027359998784959316,0.00027359998784959316,Miller-Rabin (k=5),Miller-Rabin
589021,0.00031589996069669724,0.0,0.00031589996069669724,0.00031589996069669724,Miller-Rabin (k=5),Miller-Rabin
834859,0.00033950014039874077,0.0,0.00033950014039874077,0.00033950014039874077,Miller-Rabin (k=5),Miller-Rabin
953081,0.0003532001283019781,0.0,0.0003532001283019781,0.0003532001283019781,Miller-Rabin (k=5),Miller-Rabin
105943,0.00022500008344650269,0.0,0.00022500008344650269,0.00022500008344650269,Solovay-Strassen (k=3),Solovay-Strassen
171529,0.0001504998654127121,0.0,0.0001504998654127121,0.0001504998654127121,Solovay-Strassen (k=3),Solovay-Strassen
589021,0.00014290004037320614,0.0,0.00014290004037320614,0.00014290004037320614,Solovay-Strassen (k=3),Solovay-Strassen
834859,0.00017450004816055298,0.0,0.00017450004816055298,0.00017450004816055298,Solovay-Strassen (k=3),Solovay-Strassen
953081,0.00013320008292794228,0.0,0.00013320008292794228,0.00013320008292794228,Solovay-Strassen (k=3),Solovay-Strassen
105943,0.04158859979361296,0.0,0.04158859979361296,0.04158859979361296,AKS,AKS
171529,0.062374900095164776,0.0,0.062374900095164776,0.062374900095164776,AKS,AKS
589021,0.2354367000516504,0.0,0.2354367000516504,0.2354367000516504,AKS,AKS
834859,0.332094999961555,0.0,0.332094999961555,0.332094999961555,AKS,AKS
953081,0.40414680005051196,0.0,0.40414680005051196,0.40414680005051196,AKS,AKS
